nomedepartamento;nomelinha;sublinha;no_gerencia;gerencia;categoria;subcategoria
Esporte e Lazer;Acessórios de Proteção;Cadeira de Jantar;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Outros
Esporte e Lazer;Acessórios de Proteção;Shorts e Bermudas;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Outros
Esporte e Lazer;Acessórios de Treino;;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Outros
Esporte e Lazer;Acessórios de Treino;Energia e Resistência;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Outros
Esporte e Lazer;Acessórios de Treino;Lançadores;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Outros
Esporte e Lazer;Bicicletas;;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Bicicletas
Esporte e Lazer;Camping e Aventura;;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Camping e Aventura
Esporte e Lazer;Esportes de Raquete;;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Esportes
Esporte e Lazer;Esportes Radicais;;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Esportes
Esporte e Lazer;Fitness;;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Fitness e Musculação
Esporte e Lazer;Futebol;;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Esportes
Esporte e Lazer;Jogos de Salão;;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Jogos
Esporte e Lazer;Jogos de Tabuleiro;;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Jogos
Esporte e Lazer;Lutas e Artes Marciais;;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Esportes
Esporte e Lazer;Mergulho;;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Esportes
Esporte e Lazer;Monitores e Acessórios;;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Monitores e Acessórios
Esporte e Lazer;Natação;;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Esportes
Esporte e Lazer;Outros Esportes;;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Esportes
Esporte e Lazer;Pesca Esportiva;;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Esportes
Esporte e Lazer;Praia e Piscina;;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Praia e Piscina
Esporte e Lazer;Praia e Piscina;controles e acessorios;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Praia e Piscina
Esporte e Lazer;Roupas Esportivas;;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Esportes
Esporte e Lazer;Suplementos Alimentares;;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Suplementos Alimentares
Esporte e Lazer;Veículos Motorizados;;8;CL - Bebê/Brinquedos/E&L;Esporte & Lazer;Veículos Motorizados
Ferramentas;::unspecified::;::unspecified::;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Acessórios;::unspecified::;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Acessórios;Acessórios;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Acessórios;Armazenagem e Organização;7;CL - Auto e Ferramentas;Ferramentas;Armazenagem e Organização
Ferramentas;Acessórios;Cadeados;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Acessórios;Diversos;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Acessórios;Penteadeira Infantil;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Acessórios;Suportes e Reservatórios;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Acessórios;Utilitários;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Acessórios;Bombas, Filtros e Pressurizadores;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Acessórios;Drama;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Compressores de Ar e Acessórios;::unspecified::;7;CL - Auto e Ferramentas;Ferramentas;Compressores de Ar e Acessórios
Ferramentas;Compressores de Ar e Acessórios;Acessórios para Compressores de Ar;7;CL - Auto e Ferramentas;Ferramentas;Compressores de Ar e Acessórios
Ferramentas;Compressores de Ar e Acessórios;Compressores de Ar;7;CL - Auto e Ferramentas;Ferramentas;Compressores de Ar e Acessórios
Ferramentas;Compressores de Ar e Acessórios;compressores de ar e acessorios;7;CL - Auto e Ferramentas;Ferramentas;Compressores de Ar e Acessórios
Ferramentas;Compressores de Ar e Acessórios;Compressores de Ar e Acessórios;7;CL - Auto e Ferramentas;Ferramentas;Compressores de Ar e Acessórios
Ferramentas;Compressores de Ar e Acessórios;Ferramentas Automotivas;7;CL - Auto e Ferramentas;Ferramentas;Compressores de Ar e Acessórios
Ferramentas;Consumíveis;::unspecified::;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;Abraçadeiras;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;Acessórios e Equipamentos;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;Arrebites;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;Bits e Ponteiras;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;Brocas;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;Buchas;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;Ceras, Massas e Polidores;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;Colas;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;consumiveis;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;Consumíveis;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;Discos;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;Diversos;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;Eletrodos;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;Escovas;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;Estopas, Flanelas e Aplicadores;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;Fitas;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;Fresas;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;Jogos e Kits;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;Lâminas;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;Lixas;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;Parafusos;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Consumíveis;Pregos;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Ferramentas;Penteadeira Infantil;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Ferramentas de Medição;::unspecified::;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Acessórios de Medição;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Ferramentas de Medição;Alicate Amperímetro;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Analisador de Espectro e Osciloscópios;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Anemômetros;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Blocos;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Calibradores de Folga;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Calibradores de Rosca;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Calibradores de Solda;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Calibradores Multifunções;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Comparadores de Diâmetro Interno;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Decibelímetros;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Densímetros;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Detectores;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Durômetros;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Escalas de Aço;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Esquadros;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Fontes Digitais;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Higrômetros;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Manômetros;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Medidores;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Megômetros;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Mesas de Medição;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Micrômetros;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Multímetros;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Pluviômetros;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Pontas;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Rugosímetros e Relógios;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Tacômetros;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Termômetros;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Terrômetros;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Teste de Bateria;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Padrão;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Calibradores de Boca;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Anéis Padrão;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Calibradores de Raios;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Calibradores Traçadores de Altura;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Escantilhões;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;ferramentas de medicao;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Ferramentas de Medição;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Geradores de Funções;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Sequencímetros;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas de Medição;Viscosímetros;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas Elétricas;::unspecified::;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Elétricas
Ferramentas;Ferramentas Elétricas;Acessórios;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Ferramentas Elétricas;Acessórios e Kits para Limpeza;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Ferramentas Elétricas;Bombas, Filtros e Pressurizadores;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Elétricas
Ferramentas;Ferramentas Elétricas;Bricolagem;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Elétricas
Ferramentas;Ferramentas Elétricas;Diversos;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Elétricas
Ferramentas;Ferramentas Elétricas;Equipamentos de Solda;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Elétricas
Ferramentas;Ferramentas Elétricas;Esmerilhadeiras e Moto-Esmeris;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Elétricas
Ferramentas;Ferramentas Elétricas;ferramentas eletricas;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Elétricas
Ferramentas;Ferramentas Elétricas;Ferramentas Elétricas;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Elétricas
Ferramentas;Ferramentas Elétricas;Furadeiras;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Elétricas
Ferramentas;Ferramentas Elétricas;Lixadeiras e Serras;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Elétricas
Ferramentas;Ferramentas Elétricas;Martelos e Marteletes Elétricos;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Elétricas
Ferramentas;Ferramentas Elétricas;Microrretíficas;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Elétricas
Ferramentas;Ferramentas Elétricas;Parafusadeiras;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Elétricas
Ferramentas;Ferramentas Elétricas;Plainas, Tupias e Politrizes;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Elétricas
Ferramentas;Ferramentas Manuais;::unspecified::;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Manuais
Ferramentas;Ferramentas Manuais;Alicates;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Manuais
Ferramentas;Ferramentas Manuais;Arcos, Batedeiras e Tassos;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Manuais
Ferramentas;Ferramentas Manuais;Chaves;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Manuais
Ferramentas;Ferramentas Manuais;Diversos;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Manuais
Ferramentas;Ferramentas Manuais;Escadas;7;CL - Auto e Ferramentas;Ferramentas;Armazenagem e Organização
Ferramentas;Ferramentas Manuais;Ferramentas Manuais;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Manuais
Ferramentas;Ferramentas Manuais;Formões, Limas e Grosas;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Manuais
Ferramentas;Ferramentas Manuais;Grampeadores;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Manuais
Ferramentas;Ferramentas Manuais;Hidráulicas;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Manuais
Ferramentas;Ferramentas Manuais;Jogos e Kits;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Manuais
Ferramentas;Ferramentas Manuais;Maçaricos;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Manuais
Ferramentas;Ferramentas Manuais;Martelos e Serrotes;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Manuais
Ferramentas;Ferramentas Manuais;Morsas, Tornos e Plainas;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Manuais
Ferramentas;Ferramentas Manuais;Penteadeira Infantil;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Manuais
Ferramentas;Ferramentas Manuais;Pulverizadores;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Manuais
Ferramentas;Ferramentas Manuais;Rebitadores;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Manuais
Ferramentas;Ferramentas Manuais;Soquetes;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Manuais
Ferramentas;Ferramentas Manuais;Tábua de Passar;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Manuais
Ferramentas;Ferramentas Manuais;Talhadeiras, Punções e Saca Pinos;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Manuais
Ferramentas;Ferramentas Pneumáticas;::unspecified::;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Pneumáticas
Ferramentas;Ferramentas Pneumáticas;Catracas;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Pneumáticas
Ferramentas;Ferramentas Pneumáticas;Chaves de Impacto;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Pneumáticas
Ferramentas;Ferramentas Pneumáticas;Diversos;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Pneumáticas
Ferramentas;Ferramentas Pneumáticas;Ferramentas Pneumáticas;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Pneumáticas
Ferramentas;Ferramentas Pneumáticas;Filtros de Ar;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Pneumáticas
Ferramentas;Ferramentas Pneumáticas;Furadeiras;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Pneumáticas
Ferramentas;Ferramentas Pneumáticas;Jogos e Kits;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Pneumáticas
Ferramentas;Ferramentas Pneumáticas;Marteletes;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Pneumáticas
Ferramentas;Ferramentas Pneumáticas;Pinadores;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Pneumáticas
Ferramentas;Ferramentas Pneumáticas;Rebitadores;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Pneumáticas
Ferramentas;Ferramentas Pneumáticas;Serras de Disco;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Pneumáticas
Ferramentas;Ferramentas Pneumáticas;Serras Tico-Tico;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Pneumáticas
Ferramentas;Ferramentas Pneumáticas;Desencrustadores;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Pneumáticas
Ferramentas;Jardinagem;::unspecified::;7;CL - Auto e Ferramentas;Ferramentas;Jardinagem
Ferramentas;Jardinagem;Acessórios de Jardinagem;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Jardinagem;Aparadores de Cercas Vivas;7;CL - Auto e Ferramentas;Ferramentas;Jardinagem
Ferramentas;Jardinagem;Aparadores de Grama;7;CL - Auto e Ferramentas;Ferramentas;Jardinagem
Ferramentas;Jardinagem;Cortadores a Gasolina;7;CL - Auto e Ferramentas;Ferramentas;Jardinagem
Ferramentas;Jardinagem;Cortadores Elétricos;7;CL - Auto e Ferramentas;Ferramentas;Jardinagem
Ferramentas;Jardinagem;Cortadores Manuais;7;CL - Auto e Ferramentas;Ferramentas;Jardinagem
Ferramentas;Jardinagem;Ferramentas para Jardim;7;CL - Auto e Ferramentas;Ferramentas;Jardinagem
Ferramentas;Jardinagem;Irrigação;7;CL - Auto e Ferramentas;Ferramentas;Jardinagem
Ferramentas;Jardinagem;Jardinagem;7;CL - Auto e Ferramentas;Ferramentas;Jardinagem
Ferramentas;Jardinagem;Motosserras;7;CL - Auto e Ferramentas;Ferramentas;Jardinagem
Ferramentas;Jardinagem;Roçadeiras;7;CL - Auto e Ferramentas;Ferramentas;Jardinagem
Ferramentas;Jardinagem;Sementes;7;CL - Auto e Ferramentas;Ferramentas;Jardinagem
Ferramentas;Jardinagem;Sopradores;7;CL - Auto e Ferramentas;Ferramentas;Jardinagem
Ferramentas;Jardinagem;Trituradores e Picadores;7;CL - Auto e Ferramentas;Ferramentas;Jardinagem
Ferramentas;Jardinagem;Lente para Farol e Lanterna;7;CL - Auto e Ferramentas;Ferramentas;Jardinagem
Ferramentas;Lavadoras de Pressão;::unspecified::;7;CL - Auto e Ferramentas;Ferramentas;Lavadoras de Pressão
Ferramentas;Lavadoras de Pressão;Acessórios;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Lavadoras de Pressão;Lavadoras de Pressão;7;CL - Auto e Ferramentas;Ferramentas;Lavadoras de Pressão
Ferramentas;Lavadoras de Pressão;Linha Home;7;CL - Auto e Ferramentas;Ferramentas;Lavadoras de Pressão
Ferramentas;Lavadoras de Pressão;Profissionais;7;CL - Auto e Ferramentas;Ferramentas;Lavadoras de Pressão
Ferramentas;Lavadoras de Pressão;Varredeiras;7;CL - Auto e Ferramentas;Ferramentas;Lavadoras de Pressão
Ferramentas;;;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Acessórios;;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Acessórios;acessorios;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Compressores de Ar e Acessórios;;7;CL - Auto e Ferramentas;Ferramentas;Compressores de Ar e Acessórios
Ferramentas;Consumíveis;;7;CL - Auto e Ferramentas;Ferramentas;Outros
Ferramentas;Ferramentas de Medição;;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas de Medição
Ferramentas;Ferramentas Elétricas;;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Elétricas
Ferramentas;Ferramentas Manuais;;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Manuais
Ferramentas;Ferramentas Pneumáticas;;7;CL - Auto e Ferramentas;Ferramentas;Ferramentas Pneumáticas
Ferramentas;Jardinagem;;7;CL - Auto e Ferramentas;Ferramentas;Jardinagem
Ferramentas;Lavadoras de Pressão;;7;CL - Auto e Ferramentas;Ferramentas;Lavadoras de Pressão
Flores;Flores e Buquê;::unspecified::;9;CL - CAMEBA/UD/3P;Decoração;Outros
Flores;Flores e Buquê;Flor;9;CL - CAMEBA/UD/3P;Decoração;Outros
Flores;Flores e Buquê;Arranjos e Buquês;9;CL - CAMEBA/UD/3P;Decoração;Outros
Flores;Flores e Buquê;Flores e Buquê;9;CL - CAMEBA/UD/3P;Decoração;Outros
Flores;Flores e Buquê;Rosas;9;CL - CAMEBA/UD/3P;Decoração;Outros
Flores;Flores e Presentes;Presentes e Cestas;9;CL - CAMEBA/UD/3P;Decoração;Outros
Flores;Flores e Presentes;Presentes e Complementos;9;CL - CAMEBA/UD/3P;Decoração;Outros
Flores;Flores e Buquê;;9;CL - CAMEBA/UD/3P;Decoração;Outros
Games;::unspecified::;::unspecified::;4;Info/Áudio/Games/Cam.;Games;Acessórios para Games
Games;Acessórios Geek;Bonecos Geek;4;Info/Áudio/Games/Cam.;Games;Acessórios para Games
Games;Acessórios Geek;Caneca e Squeeze Geek;4;Info/Áudio/Games/Cam.;Games;Acessórios para Games
Games;Acessórios Geek;Confecção Geek;4;Info/Áudio/Games/Cam.;Games;Acessórios para Games
Games;Acessórios Geek;NA;4;Info/Áudio/Games/Cam.;Games;Acessórios para Games
Games;Controles e Acessórios;::unspecified::;4;Info/Áudio/Games/Cam.;Games;Acessórios para Games
Games;Controles e Acessórios;Acessórios para Banheiras;4;Info/Áudio/Games/Cam.;Games;Acessórios para Games
Games;Controles e Acessórios;Acessórios para PC;4;Info/Áudio/Games/Cam.;Games;Acessórios para Games
Games;Controles e Acessórios;Acessórios Playstation 2;4;Info/Áudio/Games/Cam.;Games;Acessórios para Games
Games;Controles e Acessórios;Acessórios Playstation 4;4;Info/Áudio/Games/Cam.;Games;Acessórios para Games
Games;Controles e Acessórios;Acessórios Xbox 360;4;Info/Áudio/Games/Cam.;Games;Acessórios para Games
Games;Controles e Acessórios;Bico Injetor;4;Info/Áudio/Games/Cam.;Games;Acessórios para Games
Games;Controles e Acessórios;controles e acessorios;4;Info/Áudio/Games/Cam.;Games;Acessórios para Games
Games;Controles e Acessórios;Controles e Acessórios;4;Info/Áudio/Games/Cam.;Games;Acessórios para Games
Games;Controles e Acessórios;Embalagens, Caixas e Sacos;4;Info/Áudio/Games/Cam.;Games;Acessórios para Games
Games;Controles e Acessórios;Especial;4;Info/Áudio/Games/Cam.;Games;Acessórios para Games
Games;Controles e Acessórios;Ofertas de Parceiros;4;Info/Áudio/Games/Cam.;Games;Acessórios para Games
Games;Controles e Acessórios;Outros;4;Info/Áudio/Games/Cam.;Games;Acessórios para Games
