id,createdat,reportsuiteid,reportsuitename,data,hour,iddepartament,channel,visits,uniquevisitors,pageviews,orders,ordersserialized,revenue,bouncerate,exits,productviewserialized,cartaddserialized,checkoutserialized,checkoutaddresslist,checkoutpayment,checkoutconfirmation,bounces,entries
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,12,1732,Canal - SEM Search (WA),1,1,1,0,0,0,0,0,1,0,0,0,1,100,1,1
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,12,2294,Canal - SEM PLA (WA),42,42,60,0,0,0,0,0,41,1,0,1,40,58,24,41
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,12,2294,Canal - SEO (WA),3,2,4,0,0,0,0,0,3,0,0,0,3,null,0,0
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,12,2294,Canal - SEM Branding (WA),2,2,8,0,0,0,0,0,2,0,0,0,1,null,0,0
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,12,2294,Canal - Social DPA (WA),2,2,2,0,0,0,0,0,2,0,0,0,2,50,1,2
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,12,2294,::unspecified::,1,1,3,0,0,0,0,0,1,0,0,0,1,null,0,0
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,12,484,Canal - SEO (WA),14,14,20,0,0,0,0,0,14,0,0,0,12,70,7,10
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,12,484,::unspecified::,5,5,7,0,0,0,0,0,5,0,0,0,4,50,1,2
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,12,484,Canal - SEM PLA (WA),3,3,6,0,0,0,0,0,3,1,0,0,2,0,0,3
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,12,484,Canal - SEM Search (WA),3,3,4,0,0,0,0,0,2,0,0,0,2,100,2,2
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,12,484,Canal - Retargeting (WA),3,3,3,0,0,0,0,0,3,0,0,0,3,66,2,3
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,12,484,Canal - Comparador de Preço (WA),2,2,4,0,0,0,0,0,2,0,0,0,2,50,1,2
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,12,484,Canal - SEM Branding (WA),1,1,1,0,0,0,0,0,1,0,0,0,1,null,0,0
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,12,1734,Canal - SEM PLA (WA),29,29,61,0,0,0,0,0,28,1,0,1,26,39,11,28
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,12,1734,Canal - SEO (WA),9,9,16,0,0,0,0,0,9,0,0,0,9,62,5,8
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,12,1734,::unspecified::,8,8,12,0,0,0,0,0,7,0,0,0,7,83,5,6
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,12,1734,Canal - Social DPA (WA),5,5,8,0,0,0,0,0,5,0,0,0,5,80,4,5
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,12,1734,Canal - SEM Branding (WA),1,1,5,0,0,0,0,0,0,0,0,0,0,null,0,0
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,12,1734,Canal - Comparador de Preço (WA),1,1,1,0,0,0,0,0,1,0,0,0,1,100,1,1
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2031,Canal - SEO (WA),42,42,120,0,0,0,0,0,34,2,0,0,31,83,10,12
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2031,Canal - SEM PLA (WA),37,36,92,0,0,1,1,0,34,1,0,2,29,45,15,33
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2031,::unspecified::,32,32,108,0,0,0,0,0,23,4,0,2,21,87,7,8
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2031,Canal - SEM Branding (WA),29,29,94,1,499,1,1,0,22,3,1,2,15,null,0,0
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2031,Canal - Comparador de Preço (WA),19,19,38,0,0,0,0,0,18,0,0,0,18,50,9,18
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2031,Canal - SEM Search (WA),13,13,30,0,0,0,0,0,11,0,0,0,9,50,2,4
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2031,Canal - Retargeting (WA),11,11,22,0,0,0,0,0,11,0,0,0,9,36,4,11
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2031,Canal - Email Marketing (WA),7,7,32,0,0,0,0,0,4,2,0,1,2,0,0,1
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2031,Canal - Social DPA (WA),4,4,7,0,0,0,0,0,2,0,0,0,3,0,0,2
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2031,Canal - Social Patrocinado (WA),3,3,3,0,0,0,0,0,2,0,0,0,1,null,0,0
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2031,Canal - Social Organico (WA),1,1,1,0,0,0,0,0,1,0,0,0,0,null,0,0
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2547,Canal - SEM PLA (WA),52,52,87,0,0,0,0,0,50,5,0,0,47,65,32,49
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2547,Canal - SEO (WA),43,43,103,0,0,1,0,0,40,2,0,1,29,46,6,13
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2547,::unspecified::,21,20,54,0,0,1,1,0,17,3,0,2,17,41,5,12
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2547,Canal - SEM Search (WA),10,10,13,0,0,0,0,0,9,0,0,0,9,66,6,9
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2547,Canal - Social DPA (WA),8,8,16,0,0,0,0,0,6,0,0,0,5,16,1,6
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2547,Canal - SEM Branding (WA),7,7,27,1,47,0,0,0,4,0,1,0,5,null,0,0
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2547,Canal - Retargeting (WA),7,7,11,0,0,0,0,0,4,1,0,1,7,50,2,4
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2547,Canal - Comparador de Preço (WA),5,5,10,0,0,0,0,0,5,0,0,0,4,50,2,4
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2547,Canal - Email Marketing  Parceiros (WA),1,1,10,0,0,0,0,0,1,0,0,0,0,null,0,0
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2547,Canal - Social Organico (WA),1,1,5,0,0,0,0,0,1,0,0,0,1,null,0,0
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1017,Canal - SEO (WA),48,48,90,0,0,0,0,0,43,0,0,0,35,81,9,11
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1017,Canal - SEM PLA (WA),46,45,75,0,0,0,0,0,45,2,0,1,45,52,23,44
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1017,::unspecified::,30,30,61,0,0,1,0,0,23,3,0,2,19,87,7,8
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1017,Canal - Retargeting (WA),12,12,16,0,0,0,0,0,11,0,0,0,12,72,8,11
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1017,Canal - SEM Branding (WA),7,7,15,0,0,0,0,0,4,0,0,0,3,null,0,0
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1017,Canal - Social DPA (WA),4,4,6,0,0,0,0,0,4,0,0,0,3,50,2,4
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1017,Canal - SEM Search (WA),2,2,2,0,0,0,0,0,2,0,0,0,2,100,2,2
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1733,Canal - SEO (WA),29,29,108,0,0,0,0,0,26,2,0,2,20,75,6,8
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1733,::unspecified::,13,13,31,0,0,0,0,0,12,2,0,0,11,75,6,8
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1733,Canal - SEM Branding (WA),12,12,41,0,0,0,0,0,7,1,0,0,1,100,1,1
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1733,Canal - Retargeting (WA),11,11,29,0,0,1,0,0,9,0,0,1,8,55,5,9
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1733,Canal - SEM PLA (WA),10,10,21,0,0,0,0,0,10,0,0,0,10,77,7,9
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1733,Canal - Social DPA (WA),7,7,11,0,0,0,0,0,5,0,0,0,6,66,4,6
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1733,Canal - SEM Search (WA),3,3,5,0,0,0,0,0,3,0,0,0,2,50,1,2
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1733,Canal - Comparador de Preço (WA),3,3,3,0,0,0,0,0,3,0,0,0,3,66,2,3
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1733,Canal - Social Patrocinado (WA),2,2,3,0,0,0,0,0,1,0,0,0,2,null,0,0
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1733,Canal - Email Marketing (WA),2,2,2,0,0,0,0,0,1,0,0,0,1,null,0,0
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2285,Canal - SEM PLA (WA),36,36,69,1,57,1,1,0,34,4,1,2,33,48,16,33
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2285,Canal - SEO (WA),22,22,69,2,134,4,2,0,15,6,2,3,14,80,4,5
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2285,::unspecified::,9,8,28,0,0,1,0,0,8,2,0,1,8,60,3,5
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2285,Canal - SEM Branding (WA),4,4,6,0,0,0,0,0,3,1,0,0,1,null,0,0
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2285,Canal - Social DPA (WA),2,2,3,0,0,0,0,0,2,0,0,0,2,50,1,2
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2285,Canal - Retargeting (WA),1,1,1,0,0,0,0,0,1,0,0,0,1,100,1,1
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2596,Canal - SEM PLA (WA),45,44,68,0,0,0,0,0,45,0,0,0,43,60,27,45
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2596,Canal - Social DPA (WA),2,2,2,0,0,0,0,0,2,0,0,0,1,50,1,2
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2596,Canal - Retargeting (WA),1,1,1,0,0,0,0,0,1,0,0,0,1,100,1,1
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2596,::unspecified::,1,1,1,0,0,0,0,0,1,0,0,0,1,100,1,1
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,2596,Canal - SEO (WA),1,1,1,0,0,0,0,0,1,0,0,0,1,null,0,0
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1813,Canal - SEM PLA (WA),14,14,25,1,129,1,1,0,13,2,1,1,10,66,8,12
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1813,Canal - SEM Branding (WA),4,4,20,0,0,0,0,0,2,0,0,0,3,null,0,0
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1813,Canal - SEO (WA),4,4,9,0,0,0,0,0,4,0,0,0,3,33,1,3
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1813,::unspecified::,3,3,13,0,0,0,0,0,3,0,0,1,2,0,0,2
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1813,Canal - Comparador de Preço (WA),3,3,6,0,0,0,0,0,3,0,0,0,3,0,0,3
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1813,Canal - Social DPA (WA),3,3,3,0,0,0,0,0,3,0,0,0,3,66,2,3
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1813,Canal - Email Marketing (WA),2,2,6,0,0,0,0,0,2,0,0,0,1,null,0,0
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1813,Canal - Afiliados (WA),1,1,1,0,0,0,0,0,1,0,0,0,1,100,1,1
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1813,Canal - Retargeting (WA),1,1,1,0,0,0,0,0,1,0,0,0,1,100,1,1
1246781894,2018-09-13 18:08:29.0,np-casasbahia-mobile,CM - Casas Bahia Mobile,2018-09-13,15,1813,Canal - SEM Search (WA),1,1,1,0,0,0,0,0,1,0,0,0,0,null,0,0
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,::unspecified::,Canal - Retargeting (WA),31,31,80,0,0,0,0,0,0,0,0,0,16,null,0,0
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,::unspecified::,Canal - Social Patrocinado (WA),29,29,57,0,0,0,0,0,0,0,0,0,26,77,21,27
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,::unspecified::,Canal - Social Organico (WA),26,26,98,0,0,0,0,0,0,0,0,0,23,50,12,24
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,::unspecified::,Canal - Social DPA (WA),21,21,61,0,0,0,0,0,0,0,0,0,8,null,0,0
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,::unspecified::,Não Identificado,19,19,86,0,0,0,0,0,1,0,0,0,12,23,3,13
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,::unspecified::,Canal - Display Top Mid(WA),12,12,14,0,0,0,0,0,0,0,0,0,12,91,11,12
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,::unspecified::,Canal - Outros (WA),2,2,18,0,0,0,0,0,0,0,0,0,1,100,1,1
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,::unspecified::,Canal - Direto (WA),2,2,7,0,0,0,0,0,0,0,0,0,1,0,0,1
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,::unspecified::,Canal - Email Marketing  Parceiros (WA),2,2,2,0,0,0,0,0,0,0,0,0,1,100,1,1
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,977,Canal - SEM PLA (WA),59,59,109,2,186,3,2,0,52,1,2,3,52,58,30,51
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,977,::unspecified::,19,19,34,0,0,0,0,0,13,3,0,0,10,30,3,10
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,977,Canal - SEO (WA),17,17,38,0,0,1,1,0,12,2,0,1,12,75,6,8
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,977,Canal - SEM Branding (WA),3,3,9,0,0,0,0,0,2,1,0,0,1,null,0,0
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,977,Canal - Comparador de Preço (WA),3,3,3,0,0,0,0,0,2,0,0,0,3,100,2,2
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,977,Canal - Afiliados (WA),2,2,11,1,284,1,1,0,1,1,1,1,1,0,0,1
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,977,Canal - Retargeting (WA),2,2,2,0,0,0,0,0,2,0,0,0,2,50,1,2
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,977,Canal - SEM Search (WA),1,1,1,0,0,0,0,0,1,0,0,0,1,100,1,1
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,836,Canal - SEM PLA (WA),40,40,61,1,29,2,1,0,33,3,1,1,32,63,21,33
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,836,Canal - SEO (WA),22,22,60,0,0,0,0,0,20,2,0,0,13,22,2,9
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,836,Canal - Comparador de Preço (WA),16,16,27,0,0,0,0,0,14,3,0,0,12,61,8,13
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,836,Canal - Afiliados (WA),14,14,32,0,0,1,1,0,13,3,0,2,10,63,7,11
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,836,::unspecified::,13,13,27,0,0,0,0,0,9,2,0,0,4,14,1,7
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,836,Canal - SEM Search (WA),7,7,8,0,0,0,0,0,6,0,0,0,6,50,3,6
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,836,Canal - Social DPA (WA),5,5,10,0,0,0,0,0,5,0,0,0,4,40,2,5
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,836,Canal - SEM Branding (WA),3,3,6,0,0,0,0,0,3,0,0,0,1,null,0,0
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,836,Canal - Email Marketing (WA),2,2,8,0,0,0,0,0,1,1,0,0,0,null,0,0
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,836,Canal - Retargeting (WA),1,1,1,0,0,0,0,0,1,0,0,0,1,100,1,1
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,836,Canal - Email Marketing  Parceiros (WA),1,1,1,0,0,0,0,0,1,0,0,0,1,null,0,0
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,827,Canal - SEM PLA (WA),64,64,122,2,366,3,2,0,59,7,2,3,56,51,31,60
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,827,Canal - SEO (WA),19,19,39,0,0,0,0,0,14,0,0,0,8,66,2,3
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,38,Canal - SEM PLA (WA),532,531,1012,7,6849,10,9,0,462,50,7,12,412,53,239,444
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,38,::unspecified::,241,238,770,11,14584,17,14,0,176,50,10,26,119,36,24,65
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,38,Canal - SEO (WA),236,235,919,28,51475,30,29,0,148,39,25,30,120,57,24,42
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,38,Canal - Comparador de Preço (WA),157,155,268,1,899,2,2,0,127,14,1,4,118,43,52,120
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,38,Canal - SEM Branding (WA),92,92,334,9,12274,8,9,0,66,21,9,15,34,null,0,0
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,38,Canal - Retargeting (WA),77,77,142,0,0,1,1,0,66,5,0,1,64,48,31,64
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,38,Canal - Social DPA (WA),46,46,86,0,0,1,0,0,42,3,0,2,37,61,26,42
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,38,Canal - SEM Search (WA),31,30,52,1,989,0,0,0,25,2,1,1,20,80,8,10
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,38,Canal - Afiliados (WA),30,30,71,1,899,1,1,0,17,4,1,1,18,50,2,4
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,38,Canal - Email Marketing (WA),21,21,47,1,1298,2,1,0,15,3,1,3,14,75,3,4
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,38,Canal - B2B (WA),5,5,13,1,890,1,1,0,1,2,1,1,2,null,0,0
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,38,Não Identificado,4,4,7,0,0,1,0,0,2,0,0,0,3,null,0,0
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,38,Canal - Social Organico (WA),2,2,8,0,0,0,0,0,2,1,0,0,1,null,0,0
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,93,Canal - SEO (WA),267,265,935,4,1191,7,5,0,185,15,4,10,123,40,25,61
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,93,::unspecified::,201,200,734,9,8713,7,8,0,118,23,9,8,67,25,14,55
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,93,Canal - SEM PLA (WA),201,200,443,2,539,1,1,0,157,8,1,2,142,34,51,148
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,93,Canal - SEM Branding (WA),90,90,499,1,1421,4,1,0,57,6,1,3,31,null,0,0
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,93,Canal - Social DPA (WA),26,26,66,0,0,1,1,0,22,2,0,0,17,36,8,22
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,93,Canal - Retargeting (WA),22,22,34,0,0,0,0,0,13,3,0,0,19,46,6,13
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,93,Canal - Afiliados (WA),18,18,84,1,1099,1,1,0,8,2,1,1,5,null,0,0
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,93,Canal - Comparador de Preço (WA),12,12,19,0,0,0,0,0,9,0,0,0,7,33,3,9
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,93,Canal - Email Marketing (WA),10,10,62,0,0,0,0,0,7,1,0,0,3,100,1,1
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,93,Canal - SEM Search (WA),9,9,21,0,0,0,0,0,8,0,0,0,3,100,1,1
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,93,Não Identificado,2,2,4,0,0,0,0,0,0,0,0,0,1,null,0,0
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,93,Canal - B2B (WA),1,1,3,0,0,0,0,0,1,0,0,0,0,null,0,0
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,13,Canal - SEO (WA),112,112,347,7,6361,6,6,0,73,15,7,7,49,68,13,19
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,13,::unspecified::,112,112,327,4,7036,4,4,0,66,7,4,6,45,34,9,26
1359899432,2018-09-14 11:31:48.0,np-casasbahia,CB - CasasBahia.com.br,2018-09-14,0,13,Canal - SEM PLA (WA),109,109,272,3,2756,3,4,0,77,11,3,2,65,37,28,74
